intgeocode,intgeoname,intgeography_2001_id,latitude,longitude
S02001025,Cheviot West,1025,55.4332,-2.5244
S02001026,Burnfoot and area,1026,55.4341,-2.767
S02001027,Jedburgh,1027,55.4789,-2.5502
S02001028,"Ettrick, Yarrow and Yair",1028,55.5115,-3.0429
S02001029,Cheviot East,1029,55.5369,-2.3516
S02001030,Selkirk,1030,55.5501,-2.8423
S02001031,St Boswells and Newtown area,1031,55.5734,-2.6189
S02001032,Kelso South,1032,55.5964,-2.4291
S02001033,Melrose and Tweedbank area,1033,55.6024,-2.7331
S02001034,Kelso North,1034,55.6062,-2.4342
S02001035,Galashiels South,1035,55.6093,-2.7916
S02001036,Langlee,1036,55.6116,-2.7756
S02001037,Galashiels West,1037,55.6146,-2.8157
S02001038,Galashiels North,1038,55.6225,-2.8209
S02001039,Innerleithen and Walkerburn area,1039,55.6254,-3.1608
S02001040,West Linton and Broughton area,1040,55.6237,-3.3642
S02001041,Peebles South,1041,55.6453,-3.1865
S02001042,Peebles North,1042,55.654,-3.188
S02001043,Coldstream and area,1043,55.6893,-2.2681
S02001044,"Earlston, Lauder and Stow area",1044,55.7219,-2.8056
S02001045,Berwickshire West,1045,55.7382,-2.4939
S02001046,Duns,1046,55.773,-2.3426
S02001047,Berwickshire Central,1047,55.8274,-2.3303
S02001048,Berwickshire East,1048,55.8502,-2.1681
S02001049,Eyemouth,1049,55.8703,-2.0956
S02001050,Shetland South,1050,59.9646,-1.3042
S02001051,Lerwick South,1051,60.1279,-1.2144
S02001052,Lerwick North,1052,60.1502,-1.1003
S02001053,Central Shetland,1053,60.1742,-1.3482
S02001054,East and West Mainland,1054,60.2779,-1.3904
S02001055,North Mainland,1055,60.4635,-1.3677
S02001056,North and East Isles,1056,60.6385,-0.998
S02001057,Carrick South,1057,55.1766,-4.7641
S02001058,Girvan Glendoune,1058,55.2342,-4.8506
S02001059,Girvan Ailsa,1059,55.2416,-4.8536
S02001060,Carrick North,1060,55.3309,-4.5816
S02001061,Maybole,1061,55.3576,-4.6952
S02001062,Alloway and Doonfoot,1062,55.4318,-4.6378
S02001063,Colyton,1063,55.4416,-4.5239
S02001064,Castlehill and Kincaidston,1064,55.4434,-4.6085
S02001065,Belmont,1065,55.4458,-4.624
S02001066,Holmston and Forehill,1066,55.4546,-4.6062
S02001067,Ayr South Harbour and Town Centre,1067,55.4579,-4.6344
S02001068,Dalmilling and Craigie,1068,55.4647,-4.6047
S02001069,"Ayr North Harbour, Wallacetown and Newton South",1069,55.4705,-4.6273
S02001070,"Lochside, Braehead and Whitletts",1070,55.4773,-4.5863
S02001071,Newton North,1071,55.4804,-4.6186
S02001072,Heathfield,1072,55.481,-4.6019
S02001073,Prestwick East,1073,55.494,-4.6026
S02001074,Prestwick West,1074,55.494,-4.6163
S02001075,Prestwick Airport and Monkton,1075,55.5127,-4.5809
S02001076,"Annbank, Mossblown and Tarbolton - the Coalfields",1076,55.5189,-4.479
S02001077,Troon,1077,55.5361,-4.6455
S02001078,Muirhead,1078,55.5553,-4.6428
S02001079,Barassie,1079,55.5562,-4.6545
S02001080,"Dundonald, Loans and Symington",1080,55.5616,-4.5736
S02001081,Clydesdale South,1081,55.4822,-3.718
S02001082,"Douglas, Coalburn and Rigside",1082,55.5752,-3.8238
S02001083,"Chapelton, Glengavel and Sandford",1083,55.6301,-4.067
S02001084,Lesmahagow,1084,55.6375,-3.8858
S02001085,"Biggar, Symington, Thankerton and Dolphinton",1085,55.6565,-3.5349
S02001086,Lanark South,1086,55.661,-3.7572
S02001087,Hazelbank and Kirkfieldbank,1087,55.6607,-3.8392
S02001088,Kirkmuirhill and Blackwood,1088,55.6688,-3.9199
S02001089,Strathaven South,1089,55.6711,-4.0649
S02001090,Lanark North West,1090,55.6775,-3.782
S02001091,Lanark North East,1091,55.6778,-3.7689
S02001092,Stonehouse,1092,55.6781,-3.9928
S02001093,"Carstairs, Carstairs Junction and Carnwath",1093,55.6958,-3.6463
S02001094,Strathaven North,1094,55.691,-4.0592
S02001095,Ashgill and Netherburn,1095,55.72,-3.9387
S02001096,"Crossford, Braidwood and Yieldshields",1096,55.7259,-3.798
S02001097,Strutherhill,1097,55.7236,-3.9655
S02001098,"Glassford, Quarter and Allanton",1098,55.7256,-4.0245
S02001099,Carluke South,1099,55.7289,-3.8355
S02001100,Carluke East,1100,55.7319,-3.825
S02001101,Hareleeshill,1101,55.7319,-3.9604
S02001102,"Larkhall Central, Raploch, Millheugh and Burnhead",1102,55.7325,-3.9833
S02001103,Carluke West,1103,55.7355,-3.8471
S02001104,Carluke North,1104,55.74,-3.8365
S02001105,Crosshouse and Lindsayfield,1105,55.7409,-4.2065
S02001106,Merryton and Meadowhill,1106,55.7468,-3.9754
S02001107,Law,1107,55.7502,-3.8505
S02001108,Whitehills West,1108,55.7459,-4.1883
S02001109,Greenhills,1109,55.7476,-4.2028
S02001110,Mossneuk and Newlandsmuir,1110,55.7474,-4.2207
S02001111,Little Earnock,1111,55.7504,-4.0835
S02001112,"Birniehill, Kelvin and Whitehills East",1112,55.7492,-4.1688
S02001113,"Forth, Braehead and Auchengray",1113,55.7577,-3.6578
S02001114,Nerston and EK Landward Area,1114,55.7501,-4.1722
S02001115,Eddlewood,1115,55.7535,-4.0431
S02001116,Westwood South,1116,55.7533,-4.2006
S02001117,The Murray,1117,55.7562,-4.1824
S02001118,Woodhead and Meikle Earnock,1118,55.759,-4.0596
S02001119,Low Waters,1119,55.7596,-4.0441
S02001120,Hairmyres and Westwood West,1120,55.7578,-4.217
S02001121,St Leonards South,1121,55.7598,-4.1616
S02001122,Fairhill,1122,55.7621,-4.0544
S02001123,Westwood East,1123,55.7602,-4.1992
S02001124,"Thorntonhall, Jackton and Gardenhall",1124,55.7626,-4.2528
S02001125,West Mains,1125,55.7641,-4.1858
S02001126,St Leonards North,1126,55.7656,-4.1481
S02001127,Silvertonhill,1127,55.7678,-4.0364
S02001128,Earnock,1128,55.7674,-4.0829
S02001129,Laighstonehall,1129,55.7695,-4.0489
S02001130,East Mains,1130,55.7682,-4.1744
S02001131,Stewartfield West,1131,55.7707,-4.2139
S02001132,Calderwood West and Nerston,1132,55.7716,-4.1661
S02001133,Burnbank South and Chantinghall,1133,55.7739,-4.0617
S02001134,Hillhouse,1134,55.7738,-4.0846
S02001135,Stewartfield East,1135,55.7725,-4.1892
S02001136,Calderwood Central,1136,55.7741,-4.1499
S02001137,Burnbank Central and Udston,1137,55.7777,-4.0715
S02001138,Calderwood East,1138,55.7771,-4.1409
S02001139,Hamilton Centre and Low Parks,1139,55.7811,-4.0366
S02001140,High Blantyre,1140,55.7827,-4.0992
S02001141,Burnbank North,1141,55.7872,-4.079
S02001142,Whitehill,1142,55.7879,-4.0589
S02001143,Blantyre South and Wheatlands,1143,55.7932,-4.0993
S02001144,Blantytre North and Coatshill,1144,55.797,-4.0902
S02001145,Bothwell South,1145,55.8058,-4.0668
S02001146,Fernhill and Cathkin,1146,55.8059,-4.1988
S02001147,Bothwell North,1147,55.8097,-4.0675
S02001148,Whitlawburn and Greenlees,1148,55.8096,-4.1716
S02001149,Vicarland and Cairns,1149,55.8112,-4.1513
S02001150,Burnside and Springhall,1150,55.8115,-4.196
S02001151,Low Blantyre and Bardykes,1151,55.8138,-4.1027
S02001152,Spittal,1152,55.8146,-4.2167
S02001153,Cambuslang Central,1153,55.8169,-4.172
S02001154,High Crosshill,1154,55.8171,-4.1972
S02001155,Uddingston and Gardenside,1155,55.8197,-4.0838
S02001156,"Halfway, Hallside and Drumsagard",1156,55.8197,-4.1305
S02001157,Westburn and Newton,1157,55.8195,-4.146
S02001158,Bankhead South,1158,55.8204,-4.2253
S02001159,"Burgh, Eastfield and Silverbank",1159,55.8222,-4.1933
S02001160,Burnhill and Bankhead North,1160,55.826,-4.2245
S02001161,Shawfield and Clincarthill,1161,55.8296,-4.2194
S02001162,Farme Cross and Gallowflat North,1162,55.8309,-4.194
S02001163,Blane Valley,1163,56.0043,-4.3621
S02001164,Sauchenford,1164,56.0687,-3.8654
S02001165,Bannockburn,1165,56.0746,-3.9303
S02001166,Cambusbarron and Carron Vall,1166,56.0766,-4.0284
S02001167,Strathendrick,1167,56.0718,-4.3253
S02001168,Borestone,1168,56.0988,-3.9401
S02001169,Stirling East,1169,56.1006,-3.9157
S02001170,Fallin,1170,56.1047,-3.8738
S02001171,Torbrex,1171,56.1079,-3.946
S02001172,Town Centre,1172,56.1176,-3.9402
S02001173,Forthside,1173,56.1185,-3.9217
S02001174,Raploch,1174,56.1299,-3.9514
S02001175,Wallace,1175,56.1347,-3.9412
S02001176,Western Villages,1176,56.1415,-4.1835
S02001177,Logie,1177,56.1492,-3.9112
S02001178,Bridge of Allan,1178,56.1542,-3.9706
S02001179,Teith Valley,1179,56.198,-4.0809
S02001180,Dunblane West,1180,56.2038,-3.9513
S02001181,Dunblane East,1181,56.2199,-3.9658
S02001182,Callander,1182,56.2543,-4.1675
S02001183,Highland,1183,56.3303,-4.4693
S02001184,IZ One,1184,55.896,-4.3902
S02001185,IZ Two,1185,55.9049,-4.4159
S02001186,IZ Three,1186,55.9065,-4.3911
S02001187,IZ Four,1187,55.9138,-4.4115
S02001188,IZ Five,1188,55.9171,-4.4301
S02001189,IZ Six,1189,55.9192,-4.4021
S02001190,IZ Seven,1190,55.9214,-4.4519
S02001191,IZ Eight,1191,55.9264,-4.3935
S02001192,IZ Nine,1192,55.9434,-4.5548
S02001193,IZ Ten,1193,55.9483,-4.4278
S02001194,IZ Eleven,1194,55.947,-4.5014
S02001195,IZ Twelve,1195,55.9456,-4.5882
S02001196,IZ Thirteen,1196,55.9535,-4.5512
S02001197,IZ Fourteen,1197,55.9695,-4.5675
S02001198,IZ Fifteen,1198,55.9712,-4.5946
S02001199,IZ Sixteen,1199,55.9868,-4.5051
S02001200,IZ Seventeen,1200,55.9996,-4.6119
S02001201,IZ Eighteen,1201,56.0337,-4.541
S02001202,Breich Valley,1202,55.8193,-3.6212
S02001203,West Calder,1203,55.8223,-3.4809
S02001204,Fauldhouse,1204,55.8286,-3.7005
S02001205,Blaeberry Hill,1205,55.8511,-3.659
S02001206,Greenrigg,1206,55.8512,-3.7153
S02001207,Whitburn Central,1207,55.8652,-3.6914
S02001208,Murieston,1208,55.8683,-3.5189
S02001209,Oakbank,1209,55.8693,-3.4611
S02001210,Kirkton,1210,55.8728,-3.557
S02001211,Dedridge,1211,55.8795,-3.5167
S02001212,Blackburn,1212,55.8794,-3.6383
S02001213,East Calder,1213,55.8822,-3.4889
S02001214,Howden,1214,55.8897,-3.5135
S02001215,Blackridge,1215,55.8908,-3.7545
S02001216,Ladywell,1216,55.895,-3.5342
S02001217,Calderwood,1217,55.8986,-3.4334
S02001218,Craigshill,1218,55.8979,-3.4965
S02001219,Bathgate West,1219,55.8966,-3.6551
S02001220,Eliburn,1220,55.901,-3.5441
S02001221,Deans,1221,55.9017,-3.5714
S02001222,Armadale,1222,55.9003,-3.6959
S02001223,Knightsridge,1223,55.9049,-3.5239
S02001224,Starlaw,1224,55.9095,-3.5909
S02001225,Bathgate East,1225,55.9097,-3.6322
S02001226,Houston,1226,55.9155,-3.4991
S02001227,Broxburn,1227,55.9222,-3.4602
S02001228,Westfield,1228,55.922,-3.6872
S02001229,Dechmont,1229,55.9255,-3.5437
S02001230,Uphall,1230,55.9294,-3.5065
S02001231,Kirkhill,1231,55.9456,-3.4995
S02001232,Linlithgow South,1232,55.9578,-3.6026
S02001233,Winchburgh,1233,55.974,-3.4864
S02001234,Linlithgow North,1234,55.9839,-3.5516
S02001235,Linlithgow Bridge,1235,55.9845,-3.6054
