hb_code,ind_no,ind_name,year,number,measure,lci,uci
S08000003,67,T1 endRenal,2012,5,0.562429696,0.240464964,1.309821224
S08000004,67,T1 endRenal,2012,17,0.855991944,0.535122745,1.36661657
S08000005,67,T1 endRenal,2012,15,0.910194175,0.552357505,1.496361936
S08000006,67,T1 endRenal,2012,46,1.470118249,1.10399579,1.955258786
S08000007,67,T1 endRenal,2012,59,0.926798618,0.719218492,1.193570046
S08000008,67,T1 endRenal,2012,19,1.05967652,0.679435043,1.649184241
S08000009,67,T1 endRenal,2012,43,1.19944212,0.891706688,1.611652613
S08000010,67,T1 endRenal,2012,41,0.957496497,0.706607293,1.296303873
S08000011,67,T1 endRenal,2012,2,1.680672269,0.462107861,5.921397401
S08000012,67,T1 endRenal,2012,1,0.78125,0.138039636,4.292731835
S08000013,67,T1 endRenal,2012,38,1.998947922,1.459788996,2.731719631
S08000014,67,T1 endRenal,2012,1,0.540540541,0.095480034,2.997906169
S00000001,68,T2 endRenal,2012,1167,0.511916198,0.483442737,0.542057535
S08000001,68,T2 endRenal,2012,80,0.425554551,0.342087821,0.529278345
S08000002,68,T2 endRenal,2012,22,0.426356589,0.281733449,0.644739586
S08000003,68,T2 endRenal,2012,27,0.358660999,0.246616372,0.521344548
S08000004,68,T2 endRenal,2012,86,0.504991192,0.409120838,0.623186519
S08000005,68,T2 endRenal,2012,67,0.511802001,0.403240832,0.649399622
S08000006,68,T2 endRenal,2012,121,0.549076553,0.459757597,0.655633569
S08000007,68,T2 endRenal,2012,272,0.520713684,0.46252582,0.586178738
S08000008,68,T2 endRenal,2012,70,0.53070508,0.420297815,0.669919912
S08000009,68,T2 endRenal,2012,105,0.395823124,0.32710889,0.47890248
S08000010,68,T2 endRenal,2012,184,0.598666016,0.518380841,0.691299097
S08000011,68,T2 endRenal,2012,2,0.228050171,0.062560566,0.82767895
S08000012,68,T2 endRenal,2012,6,0.681044268,0.31248727,1.477844469
S08000013,68,T2 endRenal,2012,122,0.648729129,0.543635133,0.773981491
S08000014,68,T2 endRenal,2012,3,0.280373832,0.095395495,0.821089766
S00000001,35,T1 MI,2012,1049,3.636174564,3.426265727,3.858429587
S08000001,35,T1 MI,2012,92,4.159132007,3.403505128,5.073707323
S08000002,35,T1 MI,2012,29,4.632587859,3.244596224,6.573999435
S08000003,35,T1 MI,2012,29,3.262092238,2.280724599,4.645655176
S08000004,35,T1 MI,2012,71,3.575025176,2.843949529,4.485357487
S08000005,35,T1 MI,2012,53,3.216019417,2.467082991,4.182561866
S08000006,35,T1 MI,2012,102,3.259827421,2.692653398,3.941630315
S08000007,35,T1 MI,2012,233,3.660069117,3.226023091,4.150009619
S08000008,35,T1 MI,2012,66,3.680981595,2.903755829,4.656265043
S08000009,35,T1 MI,2012,161,4.490934449,3.860305776,5.218991566
S08000010,35,T1 MI,2012,131,3.059318076,2.584090589,3.618695813
S08000011,35,T1 MI,2012,5,4.201680672,1.807820785,9.460023333
S08000012,35,T1 MI,2012,7,5.46875,2.673986088,10.85861667
S08000013,35,T1 MI,2012,64,3.366649132,2.645248047,4.276146362
S08000014,35,T1 MI,2012,6,3.243243243,1.494698349,6.89413123
S00000001,36,T2 MI,2012,23024,10.09970741,9.976683178,10.22407639
S08000001,36,T2 MI,2012,1882,10.01117081,9.590239637,10.44844218
S08000002,36,T2 MI,2012,511,9.903100775,9.117661351,10.74819976
S08000003,36,T2 MI,2012,634,8.421891605,7.815539881,9.070656982
S08000004,36,T2 MI,2012,1709,10.03523194,9.59292328,10.49556692
S08000005,36,T2 MI,2012,1308,9.991597281,9.489553148,10.51711574
S08000006,36,T2 MI,2012,2119,9.615646413,9.233417043,10.01195333
S08000007,36,T2 MI,2012,5403,10.3434413,10.08519809,10.60751703
S08000008,36,T2 MI,2012,1356,10.28051554,9.773723011,10.81043801
S08000009,36,T2 MI,2012,2771,10.44596072,10.08360152,10.81977457
S08000010,36,T2 MI,2012,3072,9.995119571,9.664777451,10.33546094
S08000011,36,T2 MI,2012,79,9.007981756,7.287626361,11.08589278
S08000012,36,T2 MI,2012,63,7.150964813,5.629004949,9.044988679
S08000013,36,T2 MI,2012,2017,10.72530044,10.29103496,11.17560833
S08000014,36,T2 MI,2012,100,9.345794393,7.744210905,11.23825355
S00000001,61,T1 cardiac revasc,2012,725,2.513085376,2.338688711,2.700127293
S08000001,61,T1 cardiac revasc,2012,51,2.305605787,1.757941473,3.018645446
S08000002,61,T1 cardiac revasc,2012,16,2.555910543,1.579260276,4.111313353
S08000003,61,T1 cardiac revasc,2012,27,3.03712036,2.095545304,4.382826671
S08000004,61,T1 cardiac revasc,2012,36,1.812688822,1.312196297,2.499242764
S08000005,61,T1 cardiac revasc,2012,41,2.487864078,1.839147611,3.35757343
S08000006,61,T1 cardiac revasc,2012,78,2.492809204,2.002018934,3.100109434
S08000007,61,T1 cardiac revasc,2012,147,2.309142319,1.967939441,2.707869138
S08000008,61,T1 cardiac revasc,2012,51,2.844394869,2.169976324,3.720448296
S08000009,61,T1 cardiac revasc,2012,117,3.263598326,2.730148304,3.897104345
S08000010,61,T1 cardiac revasc,2012,103,2.405418029,1.987381392,2.90877716
S08000011,61,T1 cardiac revasc,2012,2,1.680672269,0.462107861,5.921397401
S08000012,61,T1 cardiac revasc,2012,5,3.90625,1.679836306,8.818822691
S08000013,61,T1 cardiac revasc,2012,49,2.577590742,1.955187893,3.391272411
S08000014,61,T1 cardiac revasc,2012,2,1.081081081,0.296967596,3.855507282
S00000001,62,T2 cardiac revasc,2012,16491,7.233941755,7.12831953,7.341005305
S08000001,62,T2 cardiac revasc,2012,1255,6.675887015,6.327852661,7.041624429
S08000002,62,T2 cardiac revasc,2012,384,7.441860465,6.756978608,8.190063919
S08000003,62,T2 cardiac revasc,2012,444,5.897980871,5.387944596,6.453005431
S08000004,62,T2 cardiac revasc,2012,1059,6.21843805,5.865518024,6.591105971
S08000005,62,T2 cardiac revasc,2012,882,6.737453212,6.320611443,7.179678625
S08000006,62,T2 cardiac revasc,2012,1713,7.773290375,7.427087189,8.134213338
S08000007,62,T2 cardiac revasc,2012,3976,7.611608852,7.387298552,7.842153445
S08000008,62,T2 cardiac revasc,2012,958,7.263078089,6.832496351,7.718546918
S08000009,62,T2 cardiac revasc,2012,1993,7.513099861,7.201994344,7.836509372
S08000010,62,T2 cardiac revasc,2012,2332,7.587441028,7.296671084,7.888812028
S08000011,62,T2 cardiac revasc,2012,58,6.61345496,5.150596401,8.454755571
S08000012,62,T2 cardiac revasc,2012,39,4.426787741,3.254979481,5.994314404
S08000013,62,T2 cardiac revasc,2012,1317,7.003084122,6.647054216,7.37667685
S08000014,62,T2 cardiac revasc,2012,81,7.570093458,6.132486578,9.31128092
S00000001,63,T1 stroke,2012,596,2.065929495,1.908058203,2.236565113
S08000001,63,T1 stroke,2012,58,2.622061483,2.033817382,3.374583651
S08000002,63,T1 stroke,2012,17,2.715654952,1.702305347,4.305808439
S08000003,63,T1 stroke,2012,20,2.249718785,1.460982513,3.449362166
S08000004,63,T1 stroke,2012,47,2.366565962,1.784335311,3.132719393
S08000005,63,T1 stroke,2012,27,1.638349515,1.128383103,2.373260154
S08000006,63,T1 stroke,2012,52,1.661872803,1.269581193,2.172712219
S08000007,63,T1 stroke,2012,117,1.837888784,1.535803385,2.198066544
S08000008,63,T1 stroke,2012,39,2.175125488,1.595189304,2.959558315
S08000009,63,T1 stroke,2012,81,2.259414226,1.82163958,2.799394684
S08000010,63,T1 stroke,2012,94,2.195235871,1.797306899,2.678864128
S08000011,63,T1 stroke,2012,1,0.840336134,0.148490482,4.606901828
S08000012,63,T1 stroke,2012,2,1.5625,0.429535971,5.518207382
S08000013,63,T1 stroke,2012,39,2.051551815,1.504349515,2.79215472
S08000014,63,T1 stroke,2012,2,1.081081081,0.296967596,3.855507282
S00000001,64,T2 stroke,2012,11997,5.262603798,5.171695081,5.35502028
S08000001,64,T2 stroke,2012,1039,5.526889728,5.20923261,5.862719409
S08000002,64,T2 stroke,2012,322,6.240310078,5.612309962,6.933419559
S08000003,64,T2 stroke,2012,315,4.184378321,3.754934194,4.660558772
S08000004,64,T2 stroke,2012,878,5.155607751,4.833485274,5.497957517
S08000005,64,T2 stroke,2012,688,5.255519059,4.886220256,5.651071009
S08000006,64,T2 stroke,2012,1000,4.537822753,4.270854682,4.820638449
S08000007,64,T2 stroke,2012,2837,5.4311203,5.240024889,5.628770701
S08000008,64,T2 stroke,2012,661,5.011372252,4.651948292,5.396994542
S08000009,64,T2 stroke,2012,1304,4.915746221,4.662038968,5.182509649
S08000010,64,T2 stroke,2012,1784,5.804457459,5.548520825,6.071440807
S08000011,64,T2 stroke,2012,30,3.420752566,2.406473771,4.841321974
S08000012,64,T2 stroke,2012,33,3.745743473,2.679416113,5.213702836
S08000013,64,T2 stroke,2012,1057,5.620546634,5.300337416,5.958883395
S08000014,64,T2 stroke,2012,49,4.579439252,3.481117321,6.002739516
S00000001,14,Type 1: foot ulceration,2012,2441,8.461298485,8.145650202,8.788008076
S08000001,14,Type 1: foot ulceration,2012,111,5.018083183,4.183703624,6.008432853
S08000002,14,Type 1: foot ulceration,2012,47,7.50798722,5.692862275,9.841456195
S08000003,14,Type 1: foot ulceration,2012,34,3.824521935,2.749581855,5.296817417
S08000004,14,Type 1: foot ulceration,2012,118,5.941591138,4.984457208,7.068843919
S08000005,14,Type 1: foot ulceration,2012,161,9.769417476,8.428123511,11.29783568
S08000006,14,Type 1: foot ulceration,2012,125,3.994886545,3.363200959,4.739398291
S08000007,14,Type 1: foot ulceration,2012,555,8.718190386,8.049857171,9.436317054
S08000008,14,Type 1: foot ulceration,2012,69,3.84829894,3.05207898,4.841861143
S08000009,14,Type 1: foot ulceration,2012,724,20.19525802,18.91331106,21.5410127
S08000010,14,Type 1: foot ulceration,2012,336,7.84680056,7.078617386,8.690551498
S08000011,14,Type 1: foot ulceration,2012,7,5.882352941,2.878294604,11.64577542
S08000012,14,Type 1: foot ulceration,2012,2,1.5625,0.429535971,5.518207382
S08000013,14,Type 1: foot ulceration,2012,139,7.311941084,6.225758284,8.570306648
S08000014,14,Type 1: foot ulceration,2012,13,7.027027027,4.152256218,11.65019409
S00000001,15,Type 2: foot ulceration,2012,10650,4.671728803,4.585859718,4.759125566
S08000001,15,Type 2: foot ulceration,2012,365,1.941592638,1.753940426,2.148882432
S08000002,15,Type 2: foot ulceration,2012,145,2.810077519,2.393065255,3.29730294
S08000003,15,Type 2: foot ulceration,2012,145,1.926142402,1.63929213,2.262032614
S08000004,15,Type 2: foot ulceration,2012,758,4.450968878,4.15137184,4.771111036
S08000005,15,Type 2: foot ulceration,2012,563,4.300664579,3.966334033,4.661808517
S08000006,15,Type 2: foot ulceration,2012,441,2.001179834,1.824474231,2.194617309
S08000007,15,Type 2: foot ulceration,2012,2294,4.391607321,4.219211798,4.570710719
S08000008,15,Type 2: foot ulceration,2012,327,2.479150872,2.227306387,2.758668282
S08000009,15,Type 2: foot ulceration,2012,2905,10.95110642,10.58094658,11.33257462
S08000010,15,Type 2: foot ulceration,2012,1933,6.289246787,6.023256764,6.56616235
S08000011,15,Type 2: foot ulceration,2012,32,3.648802737,2.596303634,5.10560327
S08000012,15,Type 2: foot ulceration,2012,6,0.681044268,0.31248727,1.477844469
S08000013,15,Type 2: foot ulceration,2012,678,3.605232373,3.3481254,3.881290078
S08000014,15,Type 2: foot ulceration,2012,58,5.420560748,4.216409279,6.943672431
S00000001,71,T1 limb amputation,2012,313,1.084959617,0.971758824,1.211185957
S08000001,71,T1 limb amputation,2012,26,1.175406872,0.803381292,1.716726643
S08000002,71,T1 limb amputation,2012,8,1.277955272,0.648943676,2.501308705
S08000003,71,T1 limb amputation,2012,14,1.57480315,0.940351323,2.62596996
S08000004,71,T1 limb amputation,2012,27,1.359516616,0.936006493,1.970837951
S08000005,71,T1 limb amputation,2012,23,1.395631068,0.931760483,2.085574836
S08000006,71,T1 limb amputation,2012,38,1.21444551,0.886080288,1.66245584
S08000007,71,T1 limb amputation,2012,68,1.068174678,0.843512903,1.35185723
S08000008,71,T1 limb amputation,2012,20,1.115448968,0.723230449,1.716695252
S08000009,71,T1 limb amputation,2012,39,1.087866109,0.796824196,1.483621951
S08000010,71,T1 limb amputation,2012,24,0.560485754,0.376938487,0.832662913
S08000011,71,T1 limb amputation,2012,2,1.680672269,0.462107861,5.921397401
S08000012,71,T1 limb amputation,2012,1,0.78125,0.138039636,4.292731835
S08000013,71,T1 limb amputation,2012,22,1.157285639,0.765485294,1.746093621
S08000014,71,T1 limb amputation,2012,1,0.540540541,0.095480034,2.997906169
S00000001,72,T2 limb amputation,2012,1541,0.675975031,0.643159583,0.710452825
S08000001,72,T2 limb amputation,2012,118,0.627692962,0.524441672,0.75111872
S08000002,72,T2 limb amputation,2012,35,0.678294574,0.488127506,0.941846644
S08000003,72,T2 limb amputation,2012,49,0.650903294,0.492725285,0.85942211
S08000004,72,T2 limb amputation,2012,145,0.851438638,0.724097374,1.000948608
S08000005,72,T2 limb amputation,2012,113,0.86318845,0.718505044,1.036702136
S08000006,72,T2 limb amputation,2012,178,0.80773245,0.697823745,0.93478905
S08000007,72,T2 limb amputation,2012,364,0.69683743,0.629036035,0.771890112
S08000008,72,T2 limb amputation,2012,89,0.674753601,0.548686681,0.829544205
S08000009,72,T2 limb amputation,2012,163,0.614468278,0.52731217,0.71592619
S08000010,72,T2 limb amputation,2012,141,0.458760371,0.389153333,0.540750285
S08000011,72,T2 limb amputation,2012,10,1.140250855,0.620516598,2.086167555
S08000012,72,T2 limb amputation,2012,2,0.227014756,0.062276422,0.823938693
S08000013,72,T2 limb amputation,2012,129,0.685951292,0.577638909,0.814406838
S08000014,72,T2 limb amputation,2012,5,0.46728972,0.199755493,1.089224185
